eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
,524086,TF2408660990,FULSBY LOCK R BAIN GS,53.131624,-0.146782,FULSBY LOCK R BAIN GS - level-stage-i-15_min-m,0.16,2023-08-09T06:00:00Z,2023-08-09,E1685-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E1685,360990
North West - Cumbria and Lancashire,352508,NY 52508 28562,Eamont Bridge,54.649895,-2.737527,Eamont Bridge - level-stage-i-15_min-m,0.416,2023-08-09T21:30:00Z,2023-08-09,761104-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,761104,528562
,,SJ3660,Dodleston,,,Dodleston - level-groundwater-i-1_h-m,1.864,2023-08-09T13:00:00Z,2023-08-09,SJ36_117-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SJ36_117,
North East - Yorkshire,505013,TA0501330528,North Hull Birdsall Avenue,53.76052,-0.408546,North Hull Birdsall Avenue - level-stage-i-15_min-m,0.174,2023-08-09T21:15:00Z,2023-08-09,L32013_NE-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L32013_NE,430528
,544050,TL440992,Rainfall station,52.571992,0.124144,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:30:00Z,2023-08-09,E23646-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E23646,299250
Southern - Solent and South Downs,457239,SU5723911269,Wickham,50.898068,-1.18744,,,,,,,,,,,E11703,111269
,462550,SK625041,Rainfall station,52.6315,-1.077247,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3688-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3688,304150
,546050,TQ460737,WILLERSLEY AVENUE USGS,51.443911,0.100162,WILLERSLEY AVENUE USGS - level-stage-i-15_min-mAOD,27.265,2023-08-09T21:30:00Z,2023-08-09,E15370-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E15370,173750
North East - Yorkshire,429626,SE2962632934,Leeds Holbeck Flood Alleviation Scheme,53.791869,-1.551762,Leeds FAS Holbeck - level-stage-i-15_min-mAOD,23.87,2023-08-09T21:30:00Z,2023-08-09,L1771-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L1771,432934
,,SD7903,Clifton Junction,,,Clifton Junction - level-groundwater-i-1_h-m,18.001,2023-07-21T07:00:00Z,2023-07-21,SD70_252-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD70_252,
,,NY1846,Storth Brow,,,Storth Brow - level-groundwater-i-1_h-m,3.772,2023-08-09T05:00:00Z,2023-08-09,NY14_46-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,NY14_46,
North East - Yorkshire,479106,SE7910681952,"Pickering, Ings Bridge",54.227169,-0.788071,Pickering Ings Bridge - level-stage-i-15_min-m,0.17,2023-08-09T05:30:00Z,2023-08-09,F2515-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F2515,481952
,302450,SY024803,Rainfall station,50.614674,-3.380154,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,45164-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,45164,80350
Thames - West Thames,489616,,The Binghams,51.506197,-0.710164,The Binghams FWS - level-stage-i-15_min-mASD,1.005,2023-08-09T21:30:00Z,2023-08-09,2694TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2694TH,179374
,201179,SX0117945160,MEVAGISSEY FIRE STATION TO BE WITSD,50.272853,-4.791515,MEVAGISSEY FIRE STATION TO BE WITSD - level-downstage-i-15_min-m,0.518,2023-08-09T06:15:00Z,2023-08-09,18A10d-level-downstage-i-15_min-m,level,Water Level,900,Downstream Stage,instantaneous,18A10d,45160
Anglian - Essex Norfolk and Suffolk,642082,TG 42081 01708,Reedham,52.559314,1.570041,REEDHAM TS - level-stage-i-15_min-mASD,1.24,2023-08-09T06:30:00Z,2023-08-09,E24807-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E24807,301709
Thames - West Thames,407700,,Ampney St Peter,51.710647,-1.889951,,,,,,,,,,,0470TH,201330
,448350,SE483107,Rainfall station,53.591095,-1.271011,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,086575-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,086575,410750
,289889,SX8988990625,IDE COLLEGE LANE,50.704802,-3.560688,IDE COLLEGE LANE - level-stage-i-15_min-m,0.089,2023-08-09T21:00:00Z,2023-08-09,E80819-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E80819,90625
,541335,TQ41337451,Eltham Palace Road FD,51.45198,0.032669,,,,,,,,,,,4387TH,174515
,,SD4319,Southport New Rd,,,Southport New Rd - level-groundwater-i-1_h-m,0.394,2023-08-09T10:00:00Z,2023-08-09,SD41_146-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD41_146,
North West - Greater Manchester Merseyside and Cheshire,400980,,Woolley Bridge,53.461005,-1.9867,,,,,,,,,,,692119,396030
,364550,ST645417,Rainfall station,51.173877,-2.508462,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,52224-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,52224,141750
,557155,TL5715546362,LINTON NO 2 GS,52.093281,0.292649,LINTON NO 2 GS - flow-stage-i-15_min-m3_s,0.018,2023-08-09T06:30:00Z,2023-08-09,E21830-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E21830,246362
North East - Yorkshire,429500,,Arthington,53.903016,-1.552492,,,,,,,,,,,L2007,445300
,,SP0204,Whiteway OBH,,,Whiteway OBH - level-groundwater-i-1_h-mAOD,110.12,2023-08-09T07:00:00Z,2023-08-09,SP00_141B-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SP00_141B,
Midlands - Derbyshire Nottinghamshire and Leicestershire,456240,,Whetstone,52.553447,-1.171951,Whetstone LVL - level-stage-i-15_min-mASD,0.149,2023-08-09T21:30:00Z,2023-08-09,4195-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4195,295390
,,TL6259,EAGLE LANE DULLINGHAM BOREHOLE,,,EAGLE LANE DULLINGHAM BOREHOLE - level-groundwater-i-15_min-mAOD,-0.8,2023-08-09T21:30:00Z,2023-08-09,E19039-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,E19039,
,401850,SP018491,Rainfall station,52.140634,-1.974376,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1760-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1760,249150
,,SU7316,CHALTON GWL,,,CHALTON GWL - level-groundwater-i-1_h-mAOD,38.94,2023-08-09T21:00:00Z,2023-08-09,E11600-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,E11600,
,488091,SP8809160880,GRENDON GS WITS,52.239063,-0.71136,GRENDON GS WITS - level-stage-i-15_min-mAOD,48.048,2023-08-09T21:30:00Z,2023-08-09,E1949-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1949,260880
,400850,NZ008020,Rainfall station,54.413883,-1.988402,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T05:30:00Z,2023-08-09,051729-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,051729,502050
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,350800,,Ludlow Corve,52.381603,-2.724237,Ludlow LVL - level-stage-i-15_min-mASD,0.716,2023-08-09T21:30:00Z,2023-08-09,2169-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2169,276200
,427350,SE273084,Rainfall station,53.571934,-1.588459,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,085322-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,085322,408450
,562713,TQ6271306972,RICKNEY PS,50.839401,0.309582,RICKNEY PS - level-stage-i-15_min-mAOD,0.679,2023-08-09T21:30:00Z,2023-08-09,E6990-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E6990,106972
,418650,SK186476,Rainfall station,53.025808,-1.723384,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3323-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3323,347650
North East - Yorkshire,449200,,Cock Beck Sluices,53.874564,-1.253163,,,,,,,,,,,L2024,442300
Thames - Hertfordshre and North London,505184,TQ0518485573,Willowbank,51.559236,-0.484082,,,,,,,,,,,2880TH,185573
Thames - West Thames,460035,,Cleeve Lock,51.529995,-1.135937,,,,,,,,,,,2002TH,181586
,218050,SX180567,Rainfall station,50.382424,-4.56061,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,49102-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,49102,56750
,415306,NZ1530685380,Mitford Dam,55.16249,-1.761294,Mitford Dam - level-stage-i-15_min-m,-4.936,2023-08-09T21:30:00Z,2023-08-09,022021-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,022021,585380
,239250,SS392220,Rainfall station,50.975364,-4.291091,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,50101-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,50101,122050
,491692,SP9169224079,LEIGHTON BUZZARD GS,51.907705,-0.668516,LEIGHTON BUZZARD GS - flow-stage-i-15_min-m3_s,0.547,2023-08-09T21:15:00Z,2023-08-09,E21188-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E21188,224079
,434550,SE345204,Rainfall station,53.679365,-1.478411,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T05:15:00Z,2023-08-09,080282-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,080282,420450
,,ST8200,CHESCOMBE FARM GW,,,CHESCOMBE FARM GW - level-groundwater-i-15_min-m,66.28,2023-08-09T20:45:00Z,2023-08-09,43181-level-groundwater-i-15_min-m,level,Water Level,900,Groundwater,instantaneous,43181,
Anglian - Essex Norfolk and Suffolk,650235,TM5024174974,Southwold,52.315823,1.670054,SOUTHWOLD TS GSM - level-tidal_level-i-15_min-mAOD,1.036,2023-08-09T05:15:00Z,2023-08-09,E42196-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E42196,274979
South West - Devon and Cornwall,250680,,Rockhay Bridge,50.843021,-4.122236,ROCKHAY BRIDGE - level-stage-i-15_min-m,0.597,2023-08-09T21:00:00Z,2023-08-09,50118-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,50118,106980
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,402609,,Sedgeberrow,52.04668,-1.963362,Sedgeberrow PS - level-stage-i-15_min-mASD,0.232,2023-08-09T21:30:00Z,2023-08-09,2711-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2711,238700
,533450,TQ334286,ARDINGLY SHELLBROOK GS,51.041711,-0.097823,ARDINGLY SHELLBROOK GS - level-stage-i-15_min-mAOD,37.734,2023-08-09T21:30:00Z,2023-08-09,E8240-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E8240,128650
,555150,TL551807,Rainfall station,52.402761,0.279187,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:00:00Z,2023-08-09,E22283-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E22283,280750
,,SU8690,RAY FARM,,,RAY FARM - level-groundwater-i-1_h-mAOD,48.342,2023-08-09T07:00:00Z,2023-08-09,SU89_82-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU89_82,
Thames - West Thames,504350,,Flash Bridge,51.121978,-0.510356,Cranleigh Waters at Cranleigh (Flash Bridge) - level-stage-i-15_min-mASD,1.025,2023-08-09T21:30:00Z,2023-08-09,3061TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,3061TH,136910
,164315,SW6431524280,LOE BAR TO BE WITSD,50.071815,-5.295076,LOE BAR TO BE WITSD - level-downstage-i-15_min-mAOD,2.686,2023-08-09T06:00:00Z,2023-08-09,48197-level-downstage-i-15_min-mAOD,level,Water Level,900,Downstream Stage,instantaneous,48197,24280
,220386,SX2038651497,POLPERRO LANGREEK WITS,50.335947,-4.52528,POLPERRO LANGREEK WITS - level-stage-i-15_min-m,0.087,2023-08-09T16:00:00Z,2023-08-09,49179-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,49179,51497
South West - Wessex,366730,,Frampton Cotterell,51.537816,-2.481077,FRAMPTON COTTERELL DL - level-stage-i-15_min-m,0.067,2023-08-09T21:00:00Z,2023-08-09,53141-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,53141,182212
,355050,SY550939,Rainfall station,50.743404,-2.638425,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,44215-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,44215,93950
,458350,SZ583853,BURNT HOUSE GS,50.664904,-1.17575,BURNT HOUSE GS - flow--i-15_min-m3_s,0.601,2023-08-09T21:30:00Z,2023-08-09,E14723-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E14723,85350
Thames - Kent and South London,541010,,Chinbrook Park,51.431438,0.027081,QUAGGY AT GROVE PARK (Chinbrook Meadows new weir) - level-stage-i-15_min-mASD,0.018,2023-08-09T21:30:00Z,2023-08-09,4386TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4386TH,172220
North East - Northumberland Durham and Tees,421900,,South Church,54.649317,-1.662117,South Church - level-stage-i-15_min-m,0.141,2023-08-09T21:15:00Z,2023-08-09,024000-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,024000,528300
,,,Rainfall station,,,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,024121-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,024121,
,,SO9574,Wildmoor OBH,,,Wildmoor OBH - level-groundwater-i-1_h-mBDAT,4.362,2023-08-09T14:30:00Z,2023-08-09,1914-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,1914,
,551390,TF5139084090,WOLDGRIFT DRAIN OUTFALL MABLETHORPE  WITS,53.332056,0.271964,WOLDGRIFT DRAIN OUTFALL MABLETHORPE  WITS - level-stage-i-15_min-mAOD,-0.27,2023-08-09T21:30:00Z,2023-08-09,E1327-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1327,384090
,302142,ST0214205367,CULLOMPTON BAULK BRIDGE TO BE WITSD,50.839525,-3.391152,CULLOMPTON BAULK BRIDGE TO BE WITSD - level-1-i-15_min-m,1.955,2023-08-09T21:15:00Z,2023-08-09,E71003-level-1-i-15_min-m,level,Water Level,900,1,instantaneous,E71003,105367
Anglian - Essex Norfolk and Suffolk,591934,TF 91935 29337,Fakenham,52.827359,0.847422,FAKENHAM SLUICE - level-stage-i-15_min-m,0.461,2023-08-09T21:30:00Z,2023-08-09,E25940-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E25940,329337
,321950,NY219412,Rainfall station,54.760082,-3.214413,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,595273-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,595273,541250
,501400,TF0140097100,BRANDY WHARF R ANCHOLME GS,53.460884,-0.474196,BRANDY WHARF R ANCHOLME GS - level-stage-i-15_min-mAOD,1.272,2023-08-09T17:30:00Z,2023-08-09,E1598-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E1598,397100
Southern - Solent and South Downs,437858,SU3785839350,Fullerton Side,51.152158,-1.460093,,,,,,,,,,,E13961,139350
,406550,SE065765,Rainfall station,54.18467,-1.901124,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T05:30:00Z,2023-08-09,057426-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,057426,476550
North West - Cumbria and Lancashire,311716,NY 11716 30692,"Kingfisher, Cockermouth",54.663532,-3.370199,Kingfisher - level-stage-i-15_min-m,0.748,2023-08-09T21:30:00Z,2023-08-09,752020-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,752020,530692
,581450,TQ814178,Rainfall station,50.931554,0.580819,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E6280-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E6280,117850
North West - Cumbria and Lancashire,348618,NY 48618 58072,Greenholme,54.914677,-2.803045,Greenholme - level-stage-i-15_min-m,0.347,2023-08-09T21:30:00Z,2023-08-09,763308-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,763308,558072
,492907,SU9290701632,SHRIPNEY RL,50.806801,-0.682809,SHRIPNEY RL - level-stage-i-15_min-mAOD,0.086,2023-08-09T21:30:00Z,2023-08-09,E10800-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E10800,101632
,499250,SK992246,Rainfall station,52.810264,-0.528974,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:45:00Z,2023-08-09,E2316-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E2316,324650
North East - Northumberland Durham and Tees,451930,NZ5193016899,Middlesbrough Ormesby Hall,54.544678,-1.19878,Middlesbrough Ormesby - level-stage-i-15_min-m,0.024,2023-08-09T21:30:00Z,2023-08-09,L39011-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L39011,516899
North East - Yorkshire,442470,SE4247042873,Bramham Screens,53.880307,-1.355437,,,,,,,,,,,L2035,442873
South West - Wessex,396638,,Great Somerford,51.547559,-2.049871,GREAT SOMERFORD - level-stage-i-15_min-m,0.307,2023-08-09T21:30:00Z,2023-08-09,53143-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,53143,183187
,323550,NY235121,Rainfall station,54.498872,-3.181948,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T15:00:00Z,2023-08-09,592448-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,592448,512150
Thames - West Thames,481000,,Wokingham,51.40345,-0.836924,,,,,,,,,,,2486TH,167800
,370470,SY7047099760,PIDDLETRENTHIDE FAS,50.796642,-2.420357,PIDDLETRENTHIDE FAS - level-stage-i-15_min-m,0.179,2023-08-09T21:30:00Z,2023-08-09,444105-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,444105,99760
,378531,ST7853148016,FROME RODDEN BRIDGE,51.230918,-2.308854,FROME RODDEN BRIDGE - flow-1-i-15_min-m3_s,0.618,2023-08-09T21:30:00Z,2023-08-09,531117-flow-1-i-15_min-m3_s,flow,Flow,900,1,instantaneous,531117,148016
Thames - West Thames,506850,,Weybridge,51.37248,-0.466322,,,,,,,,,,,3090TH,164830
,608900,TM0890055400,HAWKS MILL SLUICE NEEDHAM MARKET,52.157328,1.052521,HAWKS MILL SLUICE NEEDHAM MARKET - level-stage-i-15_min-mAOD,21.123,2023-08-09T05:30:00Z,2023-08-09,E26981-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E26981,255400
,,SD4834,Swillbrook Catforth T43,,,Swillbrook Catforth T43 - level-groundwater-i-1_h-m,12.821,2023-08-09T05:00:00Z,2023-08-09,SD43_3-level-groundwater-i-1_h-m,level,Water Level,3600,Groundwater,instantaneous,SD43_3,
North West - Greater Manchester Merseyside and Cheshire,361774,SD6177404323,First Avenue,53.534147,-2.578191,First Avenue - level-stage-i-15_min-m,0.216,2023-08-09T21:30:00Z,2023-08-09,693001-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,693001,404323
North East - Yorkshire,435842,SK3584187747,Sheffield Lady's Bridge,53.385355,-1.462585,Sheffield Ladys Bridge - level-stage-i-15_min-m,0.53,2023-08-09T21:30:00Z,2023-08-09,L0607-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L0607,387748
,397965,SD9796501947,Mossley Micklehurst Road,53.514185,-2.03215,Mossley Micklehurst Road - level-stage-i-15_min-m,0.637,2023-08-09T21:30:00Z,2023-08-09,692438-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,692438,401947
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,386163,,Abbeymead Avenue,51.840929,-2.202237,Abbeymead Avenue LVL - level-stage-i-15_min-mASD,0.076,2023-08-09T21:30:00Z,2023-08-09,2662-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2662,215834
,599150,TL991487,Rainfall station,52.101218,0.906298,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.01,2023-08-09T04:30:00Z,2023-08-09,E24957-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E24957,248750
,625050,TR250630,Rainfall station,51.322006,1.228535,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E3474-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E3474,163050
North East - Yorkshire,434324,SE3432433967,Halton,53.800865,-1.480337,Halton - level-stage-i-15_min-m,0.125,2023-08-09T21:30:00Z,2023-08-09,L17012-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L17012,433967
,362150,SJ621873,Rainfall station,53.381621,-2.570469,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,564160-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,564160,387350
,427241,SP2724165718,Warwick Wedgnock Lane,52.288919,-1.602042,Warwick Wedgnock Lane - level-stage-i-15_min-mASD,0.341,2023-08-09T21:30:00Z,2023-08-09,2542-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2542,265718
